type	pre-condition	post-condition	confidence	SDC
Embedding	"80 % column values have their Glove embedding distance to ""unknown"" < 6.0"	"values whose Glove embedding distance to ""unknown"" > 11.0"	0.9637283803553411	(('embed', 1, 'unknown', 0.8, 6.0), ('embed', 11.0), 1.5069147422397227, 0.0362716196446589, (75, 2506, 149890, 85208))
Embedding	"80 % column values have their Glove embedding distance to ""unknown"" < 6.0"	"values whose Glove embedding distance to ""unknown"" > 12.0"	0.9637283803553411	(('embed', 1, 'unknown', 0.8, 6.0), ('embed', 12.0), 1.5069147422397227, 0.0362716196446589, (75, 2506, 149890, 85208))
Embedding	"80 % column values have their Glove embedding distance to ""ireland"" < 5.5"	"values whose Glove embedding distance to ""ireland"" > 8.0"	0.9633348743368257	(('embed', 1, 'ireland', 0.8, 5.5), ('embed', 8.0), 1.5799192190272884, 0.0366651256631743, (14, 621, 154361, 82683))
Embedding	"80 % column values have their Glove embedding distance to ""india"" < 6.0"	"values whose Glove embedding distance to ""india"" > 7.5"	0.9629217753854921	(('embed', 1, 'india', 0.8, 6.0), ('embed', 7.5), 1.7198923627592797, 0.03707822461450798, (18, 743, 170827, 66091))
Embedding	"80 % column values have their Glove embedding distance to ""frozen"" < 6.5"	"values whose Glove embedding distance to ""frozen"" > 11.5"	0.9627971455768383	(('embed', 1, 'frozen', 0.8, 6.5), ('embed', 11.5), 1.5050796126596349, 0.03720285442316168, (56, 1889, 149907, 85827))
Embedding	"80 % column values have their Glove embedding distance to ""equipment"" < 6.0"	"values whose Glove embedding distance to ""equipment"" > 10.5"	0.9627538269760924	(('embed', 1, 'equipment', 0.8, 6.0), ('embed', 10.5), 1.5390055161904506, 0.037246173023907626, (14, 611, 149990, 87064))
Embedding	"80 % column values have their Glove embedding distance to ""equipment"" < 6.0"	"values whose Glove embedding distance to ""equipment"" > 9.0"	0.9627538269760924	(('embed', 1, 'equipment', 0.8, 6.0), ('embed', 9.0), 1.5667589990286899, 0.037246173023907626, (14, 611, 153149, 83905))
Embedding	"80 % column values have their Glove embedding distance to ""september"" < 5.5"	"values whose Glove embedding distance to ""september"" > 7.0"	0.9626049654783381	(('embed', 1, 'september', 0.8, 5.5), ('embed', 7.0), 1.958181809107766, 0.037395034521661916, (8, 409, 191861, 45401))
Embedding	"80 % column values have their Glove embedding distance to ""japan"" < 6.5"	"values whose Glove embedding distance to ""japan"" > 10.5"	0.9624803240611981	(('embed', 1, 'japan', 0.8, 6.5), ('embed', 10.5), 1.508054248783408, 0.037519675938801934, (43, 1492, 149973, 86171))
Embedding	"80 % column values have their Glove embedding distance to ""gbr"" < 6.5"	"values whose Glove embedding distance to ""gbr"" > 11.5"	0.962278675904542	(('embed', 1, 'gbr', 0.8, 6.5), ('embed', 11.5), 1.8363560774984218, 0.037721324095458045, (0, 98, 149967, 87614))
Embedding	"80 % column values have their Glove embedding distance to ""france"" < 6.0"	"values whose Glove embedding distance to ""france"" > 8.0"	0.9622755598810393	(('embed', 1, 'france', 0.8, 6.0), ('embed', 8.0), 1.7035811616326142, 0.037724440118960714, (14, 603, 168503, 68559))
Embedding	"80 % column values have their Glove embedding distance to ""car"" < 6.5"	"values whose Glove embedding distance to ""car"" > 12.0"	0.962240973565617	(('embed', 1, 'car', 0.8, 6.5), ('embed', 12.0), 1.5053100515680236, 0.03775902643438296, (46, 1570, 149920, 86143))
Embedding	"80 % column values have their Glove embedding distance to ""electricity"" < 6.5"	"values whose Glove embedding distance to ""electricity"" > 11.5"	0.9618626883779717	(('embed', 1, 'electricity', 0.8, 6.5), ('embed', 11.5), 1.5046402023177423, 0.03813731162202823, (43, 1467, 149919, 86250))
Embedding	"80 % column values have their Glove embedding distance to ""electricity"" < 6.5"	"values whose Glove embedding distance to ""electricity"" > 12.0"	0.9618626883779717	(('embed', 1, 'electricity', 0.8, 6.5), ('embed', 12.0), 1.5045962320164763, 0.03813731162202823, (43, 1467, 149914, 86255))
Embedding	"80 % column values have their Glove embedding distance to ""white"" < 5.5"	"values whose Glove embedding distance to ""white"" > 7.5"	0.9617097086102511	(('embed', 1, 'white', 0.8, 5.5), ('embed', 7.5), 1.9643309972641094, 0.03829029138974891, (5, 296, 190709, 46669))
Pattern	"97 % of values match pattern ""^[a-zA-Z]+[\+\-\d\.,]+$"""	"values not matching pattern ""^[a-zA-Z]+[\+\-\d\.,]+$"""	0.9614549832352852	(('pattern', 1, 'g232', '^[a-zA-Z]+[\\+\\-\\d\\.,]+$', 0.97), ('pattern', 0), 2.77651181641243, 0.03854501676471475, (150, 4402, 233127, 0))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""wa"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""wa"" > 1.3250000000000002"	0.9614402299605218	(('sbert', 1, 'wa', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 1.4467334885198704, 0.03855977003947823, (25, 925, 142091, 94638))
Embedding	"80 % column values have their Glove embedding distance to ""no"" < 5.5"	"values whose Glove embedding distance to ""no"" > 11.5"	0.96123888403195	(('embed', 1, 'no', 0.8, 5.5), ('embed', 11.5), 1.5102127298783339, 0.03876111596804994, (29, 1038, 149936, 86676))
Embedding	"80 % column values have their Glove embedding distance to ""safety"" < 5.5"	"values whose Glove embedding distance to ""safety"" > 7.5"	0.9612116158525595	(('embed', 1, 'safety', 0.8, 5.5), ('embed', 7.5), 1.8842083871477706, 0.03878838414744042, (15, 617, 187656, 49391))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""kate"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""kate"" > 1.35"	0.9612070512465473	(('sbert', 1, 'kate', 0.8, 1.2000000000000002), ('sbert', 1.35), 1.673256189573634, 0.03879294875345277, (12, 523, 165087, 72057))
Embedding	"80 % column values have their Glove embedding distance to ""gm"" < 6.0"	"values whose Glove embedding distance to ""gm"" > 8.5"	0.9611383845666982	(('embed', 1, 'gm', 0.8, 6.0), ('embed', 8.5), 1.5812923417138576, 0.03886161543330176, (6, 326, 151490, 85857))
Embedding	"80 % column values have their Glove embedding distance to ""gm"" < 6.0"	"values whose Glove embedding distance to ""gm"" > 11.0"	0.9611383845666982	(('embed', 1, 'gm', 0.8, 6.0), ('embed', 11.0), 1.567937033782992, 0.03886161543330176, (6, 326, 149964, 87383))
Embedding	"80 % column values have their Glove embedding distance to ""east"" < 4.5"	"values whose Glove embedding distance to ""east"" > 7.0"	0.9611337736337736	(('embed', 1, 'east', 0.8, 4.5), ('embed', 7.0), 2.0993693676236624, 0.038866226366226365, (0, 95, 178699, 58885))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""new hampshire"" < 1.1"	"values whose Sentence-BERT embedding distance to ""new hampshire"" > 1.35"	0.960969512822718	(('sbert', 1, 'new hampshire', 0.8, 1.1), ('sbert', 1.35), 1.621346669805723, 0.03903048717728198, (4, 255, 153762, 83658))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""volvo"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""volvo"" > 1.3250000000000002"	0.9608423235490162	(('sbert', 1, 'volvo', 0.8, 1.2000000000000002), ('sbert', 1.3250000000000002), 1.6864369318185373, 0.03915767645098377, (7, 357, 164196, 73119))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""low"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""low"" > 1.2750000000000001"	0.960814335655547	(('sbert', 1, 'low', 0.8, 1.2000000000000002), ('sbert', 1.2750000000000001), 1.5184546464998208, 0.03918566434445301, (26, 939, 150774, 85940))
Embedding	"80 % column values have their Glove embedding distance to ""jan"" < 6.0"	"values whose Glove embedding distance to ""jan"" > 7.5"	0.9608124780670945	(('embed', 1, 'jan', 0.8, 6.0), ('embed', 7.5), 1.7483156915589992, 0.03918752193290549, (5, 289, 169150, 68235))
Embedding	"80 % column values have their Glove embedding distance to ""open"" < 6.0"	"values whose Glove embedding distance to ""open"" > 11.0"	0.960567997167304	(('embed', 1, 'open', 0.8, 6.0), ('embed', 11.0), 1.4917550958373353, 0.03943200283269596, (69, 2135, 149902, 85573))
Embedding	"80 % column values have their Glove embedding distance to ""open"" < 6.0"	"values whose Glove embedding distance to ""open"" > 11.5"	0.960567997167304	(('embed', 1, 'open', 0.8, 6.0), ('embed', 11.5), 1.491702120236478, 0.03943200283269596, (69, 2135, 149896, 85579))
Pattern	"99 % of values match pattern ""^[\+\-\d\.,]+[a-zA-Z]+$"""	"values not matching pattern ""^[\+\-\d\.,]+[a-zA-Z]+$"""	0.9604337358105666	(('pattern', 1, '11-nov', '^[\\+\\-\\d\\.,]+[a-zA-Z]+$', 0.99), ('pattern', 0), 2.8694240061452656, 0.03956626418943346, (6, 320, 237353, 0))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""honduras"" < 1.1"	"values whose Sentence-BERT embedding distance to ""honduras"" > 1.3250000000000002"	0.9604337358105666	(('sbert', 1, 'honduras', 0.8, 1.1), ('sbert', 1.3250000000000002), 1.928438547195347, 0.03956626418943346, (6, 320, 188576, 48777))
Embedding	"80 % column values have their Glove embedding distance to ""unit"" < 6.0"	"values whose Glove embedding distance to ""unit"" > 12.0"	0.9602254622535749	(('embed', 1, 'unit', 0.8, 6.0), ('embed', 12.0), 1.4988554650199886, 0.039774537746425115, (39, 1293, 149919, 86428))
Embedding	"80 % column values have their Glove embedding distance to ""unit"" < 6.0"	"values whose Glove embedding distance to ""unit"" > 11.5"	0.9602254622535749	(('embed', 1, 'unit', 0.8, 6.0), ('embed', 11.5), 1.4988730351708213, 0.039774537746425115, (39, 1293, 149921, 86426))
Embedding	"80 % column values have their Glove embedding distance to ""no"" < 5.5"	"values whose Glove embedding distance to ""no"" > 8.5"	0.9601462435885981	(('embed', 1, 'no', 0.8, 5.5), ('embed', 8.5), 1.521105795610674, 0.039853756411401854, (30, 1037, 151825, 84787))
Embedding	"80 % column values have their Glove embedding distance to ""austria"" < 6.5"	"values whose Glove embedding distance to ""austria"" > 9.0"	0.9598017674763194	(('embed', 1, 'austria', 0.8, 6.5), ('embed', 9.0), 1.5078491995143668, 0.04019823252368063, (32, 1084, 150669, 85894))
CTA	"80 % column values have their Doduo ""category""-classifier scores >= 4"	"values whose Doduo ""category""-classifier scores <= -1"""	0.9595657721090338	(('doduo', 'category', 0.8, 4), ('doduo', -1), 1.4782181229682103, 0.040434227890966214, (50, 1571, 148430, 87628))
Embedding	"80 % column values have their Glove embedding distance to ""mexico"" < 5.5"	"values whose Glove embedding distance to ""mexico"" > 7.0"	0.9595263329026166	(('embed', 1, 'mexico', 0.8, 5.5), ('embed', 7.0), 2.0050117588176786, 0.04047366709738341, (7, 345, 196658, 40669))
Embedding	"80 % column values have their Glove embedding distance to ""cash"" < 6.0"	"values whose Glove embedding distance to ""cash"" > 10.5"	0.9592407877277823	(('embed', 1, 'cash', 0.8, 6.0), ('embed', 10.5), 1.495805047572615, 0.04075921227221763, (37, 1206, 149956, 86480))
Embedding	"80 % column values have their Glove embedding distance to ""electric"" < 6.0"	"values whose Glove embedding distance to ""electric"" > 9.5"	0.9592007693751704	(('embed', 1, 'electric', 0.8, 6.0), ('embed', 9.5), 1.563579365089151, 0.04079923062482957, (6, 310, 150252, 87111))
Embedding	"80 % column values have their Glove embedding distance to ""estonia"" < 5.5"	"values whose Glove embedding distance to ""estonia"" > 7.5"	0.9591724541007312	(('embed', 1, 'estonia', 0.8, 5.5), ('embed', 7.5), 1.700127794998249, 0.04082754589926884, (5, 277, 164532, 72865))
Embedding	"80 % column values have their Glove embedding distance to ""white"" < 6.0"	"values whose Glove embedding distance to ""white"" > 11.5"	0.9591343321499798	(('embed', 1, 'white', 0.8, 6.0), ('embed', 11.5), 1.4945131138691528, 0.0408656678500202, (38, 1230, 149928, 86483))
Embedding	"80 % column values have their Glove embedding distance to ""income"" < 6.5"	"values whose Glove embedding distance to ""income"" > 10.5"	0.9590075818759384	(('embed', 1, 'income', 0.8, 6.5), ('embed', 10.5), 1.5115335635294602, 0.040992418124061666, (20, 727, 150004, 86928))
Embedding	"80 % column values have their Glove embedding distance to ""digital"" < 6.5"	"values whose Glove embedding distance to ""digital"" > 11.0"	0.9587183215463709	(('embed', 1, 'digital', 0.8, 6.5), ('embed', 11.0), 1.487008720622907, 0.04128167845362905, (51, 1564, 149915, 86149))
Embedding	"80 % column values have their Glove embedding distance to ""poland"" < 6.0"	"values whose Glove embedding distance to ""poland"" > 10.5"	0.958581353869825	(('embed', 1, 'poland', 0.8, 6.0), ('embed', 10.5), 1.5313468183316963, 0.04141864613017503, (11, 459, 149980, 87229))
Embedding	"80 % column values have their Glove embedding distance to ""poland"" < 6.0"	"values whose Glove embedding distance to ""poland"" > 11.5"	0.958581353869825	(('embed', 1, 'poland', 0.8, 6.0), ('embed', 11.5), 1.53107580014544, 0.04141864613017503, (11, 459, 149949, 87260))
Embedding	"80 % column values have their Glove embedding distance to ""white"" < 6.0"	"values whose Glove embedding distance to ""white"" > 9.0"	0.9582311089192208	(('embed', 1, 'white', 0.8, 6.0), ('embed', 9.0), 1.4949347991208806, 0.04176889108077925, (39, 1229, 150499, 85912))
Embedding	"80 % column values have their Glove embedding distance to ""saturday"" < 5.0"	"values whose Glove embedding distance to ""saturday"" > 6.5"	0.9581507984531965	(('embed', 1, 'saturday', 0.8, 5.0), ('embed', 6.5), 2.1712679466706506, 0.04184920154680345, (5, 270, 209504, 27900))
Embedding	"80 % column values have their Glove embedding distance to ""all"" < 4.5"	"values whose Glove embedding distance to ""all"" > 6.0"	0.9581507984531965	(('embed', 1, 'all', 0.8, 4.5), ('embed', 6.0), 2.1213986057603216, 0.04184920154680345, (5, 270, 205580, 31824))
Embedding	"80 % column values have their Glove embedding distance to ""business"" < 5.5"	"values whose Glove embedding distance to ""business"" > 11.5"	0.9581426793530992	(('embed', 1, 'business', 0.8, 5.5), ('embed', 11.5), 1.5043645932087348, 0.041857320646900786, (22, 767, 149936, 86954))
Embedding	"80 % column values have their Glove embedding distance to ""business"" < 5.5"	"values whose Glove embedding distance to ""business"" > 11.0"	0.9581426793530992	(('embed', 1, 'business', 0.8, 5.5), ('embed', 11.0), 1.504408383202592, 0.041857320646900786, (22, 767, 149941, 86949))
Embedding	"80 % column values have their Glove embedding distance to ""netherlands"" < 6.0"	"values whose Glove embedding distance to ""netherlands"" > 12.0"	0.9580069985120195	(('embed', 1, 'netherlands', 0.8, 6.0), ('embed', 12.0), 1.4988992016871512, 0.041993001487980505, (26, 874, 149933, 86846))
Embedding	"80 % column values have their Glove embedding distance to ""netherlands"" < 6.0"	"values whose Glove embedding distance to ""netherlands"" > 11.5"	0.9580069985120195	(('embed', 1, 'netherlands', 0.8, 6.0), ('embed', 11.5), 1.4989693101863195, 0.041993001487980505, (26, 874, 149941, 86838))
Embedding	"80 % column values have their Glove embedding distance to ""taiwan"" < 6.5"	"values whose Glove embedding distance to ""taiwan"" > 10.0"	0.9578593414190505	(('embed', 1, 'taiwan', 0.8, 6.5), ('embed', 10.0), 1.4805605541449043, 0.04214065858094951, (62, 1814, 149961, 85842))
Embedding	"80 % column values have their Glove embedding distance to ""italy"" < 6.0"	"values whose Glove embedding distance to ""italy"" > 10.5"	0.9577387640133354	(('embed', 1, 'italy', 0.8, 6.0), ('embed', 10.5), 1.5003357239578539, 0.042261235986664626, (24, 814, 149966, 86875))
Embedding	"80 % column values have their Glove embedding distance to ""non"" < 5.5"	"values whose Glove embedding distance to ""non"" > 8.0"	0.9576940590831298	(('embed', 1, 'non', 0.8, 5.5), ('embed', 8.0), 1.4979097980622444, 0.04230594091687024, (40, 1239, 151169, 85231))
Embedding	"80 % column values have their Glove embedding distance to ""germany"" < 6.5"	"values whose Glove embedding distance to ""germany"" > 11.0"	0.9576607193927799	(('embed', 1, 'germany', 0.8, 6.5), ('embed', 11.0), 1.4832914076396668, 0.04233928060722014, (48, 1446, 149925, 86260))
Embedding	"80 % column values have their Glove embedding distance to ""france"" < 6.5"	"values whose Glove embedding distance to ""france"" > 11.0"	0.9575819570013375	(('embed', 1, 'france', 0.8, 6.5), ('embed', 11.0), 1.4825887816218448, 0.04241804299866243, (49, 1469, 149927, 86234))
Embedding	"80 % column values have their Glove embedding distance to ""france"" < 6.5"	"values whose Glove embedding distance to ""france"" > 10.0"	0.9575819570013375	(('embed', 1, 'france', 0.8, 6.5), ('embed', 10.0), 1.4835739235898673, 0.04241804299866243, (49, 1469, 150039, 86122))
Embedding	"80 % column values have their Glove embedding distance to ""france"" < 6.5"	"values whose Glove embedding distance to ""france"" > 9.5"	0.9575819570013375	(('embed', 1, 'france', 0.8, 6.5), ('embed', 9.5), 1.4857122698684737, 0.04241804299866243, (49, 1469, 150282, 85879))
Embedding	"80 % column values have their Glove embedding distance to ""chelsea"" < 6.0"	"values whose Glove embedding distance to ""chelsea"" > 9.5"	0.9573396398408035	(('embed', 1, 'chelsea', 0.8, 6.0), ('embed', 9.5), 1.555341642792989, 0.042660360159196484, (6, 296, 150048, 87329))
Embedding	"80 % column values have their Glove embedding distance to ""approved"" < 6.0"	"values whose Glove embedding distance to ""approved"" > 11.5"	0.9573304877288552	(('embed', 1, 'approved', 0.8, 6.0), ('embed', 11.5), 1.4813364938346756, 0.04266951227114481, (49, 1460, 149914, 86256))
Embedding	"80 % column values have their Glove embedding distance to ""approved"" < 6.0"	"values whose Glove embedding distance to ""approved"" > 10.5"	0.9573304877288552	(('embed', 1, 'approved', 0.8, 6.0), ('embed', 10.5), 1.4814244344686793, 0.04266951227114481, (49, 1460, 149924, 86246))
Embedding	"80 % column values have their Glove embedding distance to ""victoria"" < 5.0"	"values whose Glove embedding distance to ""victoria"" > 8.5"	0.9570726816506788	(('embed', 1, 'victoria', 0.8, 5.0), ('embed', 8.5), 1.663040417174112, 0.04292731834932121, (1, 127, 150371, 87180))
Embedding	"80 % column values have their Glove embedding distance to ""disagree"" < 5.5"	"values whose Glove embedding distance to ""disagree"" > 6.5"	0.9568792324151627	(('embed', 1, 'disagree', 0.8, 5.5), ('embed', 6.5), 2.5498215899994188, 0.043120767584837336, (4, 230, 231057, 6388))
Embedding	"80 % column values have their Glove embedding distance to ""history"" < 6.0"	"values whose Glove embedding distance to ""history"" > 10.5"	0.9564830199529636	(('embed', 1, 'history', 0.8, 6.0), ('embed', 10.5), 1.478812167770527, 0.04351698004703646, (46, 1355, 149927, 86351))
Embedding	"80 % column values have their Glove embedding distance to ""history"" < 6.0"	"values whose Glove embedding distance to ""history"" > 11.0"	0.9564830199529636	(('embed', 1, 'history', 0.8, 6.0), ('embed', 11.0), 1.4787067044993683, 0.04351698004703646, (46, 1355, 149915, 86363))
Embedding	"80 % column values have their Glove embedding distance to ""asia"" < 5.5"	"values whose Glove embedding distance to ""asia"" > 7.5"	0.9562751079663216	(('embed', 1, 'asia', 0.8, 5.5), ('embed', 7.5), 1.9089182804650249, 0.043724892033678395, (5, 258, 187175, 50241))
Embedding	"80 % column values have their Glove embedding distance to ""shelter"" < 6.0"	"values whose Glove embedding distance to ""shelter"" > 12.0"	0.9561740897937026	(('embed', 1, 'shelter', 0.8, 6.0), ('embed', 12.0), 1.4732045492093162, 0.043825910206297426, (58, 1643, 149898, 86080))
Embedding	"80 % column values have their Glove embedding distance to ""green"" < 5.5"	"values whose Glove embedding distance to ""green"" > 11.0"	0.9556388999212622	(('embed', 1, 'green', 0.8, 5.5), ('embed', 11.0), 1.5008590156331305, 0.04436110007873778, (18, 617, 149953, 87091))
Embedding	"80 % column values have their Glove embedding distance to ""canada"" < 5.0"	"values whose Glove embedding distance to ""canada"" > 6.5"	0.9555724128471186	(('embed', 1, 'canada', 0.8, 5.0), ('embed', 6.5), 1.8276640802310529, 0.04442758715288145, (15, 536, 184368, 52760))
Embedding	"80 % column values have their Sentence-BERT embedding distance to ""ae"" < 1.2000000000000002"	"values whose Sentence-BERT embedding distance to ""ae"" > 1.3"	0.9553554020038919	(('sbert', 1, 'ae', 0.8, 1.2000000000000002), ('sbert', 1.3), 1.148498365564082, 0.04464459799610812, (98, 2565, 113251, 121765))
Embedding	"80 % column values have their Glove embedding distance to ""gold"" < 7.0"	"values whose Glove embedding distance to ""gold"" > 11.5"	0.955061226789716	(('embed', 1, 'gold', 0.8, 7.0), ('embed', 11.5), 1.4619605335370398, 0.04493877321028408, (105, 2711, 149862, 85001))
Embedding	"80 % column values have their Glove embedding distance to ""shanghai"" < 6.5"	"values whose Glove embedding distance to ""shanghai"" > 11.5"	0.9549901628121212	(('embed', 1, 'shanghai', 0.8, 6.5), ('embed', 11.5), 1.4681909259644887, 0.045009837187878717, (57, 1574, 149902, 86146))
Embedding	"80 % column values have their Glove embedding distance to ""young"" < 5.5"	"values whose Glove embedding distance to ""young"" > 12.0"	0.9549044919803309	(('embed', 1, 'young', 0.8, 5.5), ('embed', 12.0), 1.5261926731457018, 0.04509550801966911, (9, 365, 149947, 87358))
Embedding	"80 % column values have their Glove embedding distance to ""closed"" < 6.0"	"values whose Glove embedding distance to ""closed"" > 7.5"	0.9548524565876155	(('embed', 1, 'closed', 0.8, 6.0), ('embed', 7.5), 1.5581250109177753, 0.04514754341238443, (71, 1902, 160365, 75341))
Embedding	"80 % column values have their Glove embedding distance to ""blue"" < 5.5"	"values whose Glove embedding distance to ""blue"" > 12.0"	0.9547468035530362	(('embed', 1, 'blue', 0.8, 5.5), ('embed', 12.0), 1.6103787145664148, 0.045253196446963774, (2, 155, 149957, 87565))
Embedding	"80 % column values have their Glove embedding distance to ""other"" < 6.0"	"values whose Glove embedding distance to ""other"" > 11.5"	0.9547274883978574	(('embed', 1, 'other', 0.8, 6.0), ('embed', 11.5), 1.460060812279893, 0.04527251160214259, (113, 2875, 149853, 84838))
Embedding	"80 % column values have their Glove embedding distance to ""north"" < 4.0"	"values whose Glove embedding distance to ""north"" > 6.0"	0.9547203258778713	(('embed', 1, 'north', 0.8, 4.0), ('embed', 6.0), 2.5940929634503433, 0.04527967412212876, (0, 81, 220233, 17365))
Embedding	"80 % column values have their Glove embedding distance to ""indonesia"" < 5.5"	"values whose Glove embedding distance to ""indonesia"" > 7.0"	0.9546581452470324	(('embed', 1, 'indonesia', 0.8, 5.5), ('embed', 7.0), 1.9553290533302772, 0.04534185475296755, (8, 335, 194312, 43024))
Pattern	"98 % of values match pattern ""^[a-zA-Z]+[\+\-\d\.,]+[a-zA-Z]+$"""	"values not matching pattern ""^[a-zA-Z]+[\+\-\d\.,]+[a-zA-Z]+$"""	0.9543962231718135	(('pattern', 1, 'hr8376a', '^[a-zA-Z]+[\\+\\-\\d\\.,]+[a-zA-Z]+$', 0.98), ('pattern', 0), 2.8340462023082234, 0.045603776828186504, (8, 333, 237338, 0))
Embedding	"80 % column values have their Glove embedding distance to ""all"" < 6.0"	"values whose Glove embedding distance to ""all"" > 11.5"	0.9543798211689515	(('embed', 1, 'all', 0.8, 6.0), ('embed', 11.5), 1.458126303957623, 0.04562017883104849, (134, 3331, 149832, 84382))
Embedding	"80 % column values have their Glove embedding distance to ""training"" < 6.5"	"values whose Glove embedding distance to ""training"" > 11.5"	0.9539830196166114	(('embed', 1, 'training', 0.8, 6.5), ('embed', 11.5), 1.4599128688195437, 0.046016980383388646, (74, 1934, 149885, 85786))
Embedding	"80 % column values have their Glove embedding distance to ""training"" < 6.5"	"values whose Glove embedding distance to ""training"" > 12.0"	0.9539830196166114	(('embed', 1, 'training', 0.8, 6.5), ('embed', 12.0), 1.4599128688195437, 0.046016980383388646, (74, 1934, 149885, 85786))
Embedding	"80 % column values have their Glove embedding distance to ""city"" < 6.0"	"values whose Glove embedding distance to ""city"" > 9.5"	0.9537645342756348	(('embed', 1, 'city', 0.8, 6.0), ('embed', 9.5), 1.4701378382276062, 0.0462354657243652, (43, 1201, 150132, 86303))
Embedding	"80 % column values have their Glove embedding distance to ""city"" < 6.0"	"values whose Glove embedding distance to ""city"" > 11.5"	0.9537645342756348	(('embed', 1, 'city', 0.8, 6.0), ('embed', 11.5), 1.4682846466825548, 0.0462354657243652, (43, 1201, 149921, 86514))
Embedding	"80 % column values have their Glove embedding distance to ""low"" < 5.5"	"values whose Glove embedding distance to ""low"" > 7.0"	0.9535531794154485	(('embed', 1, 'low', 0.8, 5.5), ('embed', 7.0), 1.9046052152903181, 0.04644682058455155, (14, 486, 192237, 44942))
Embedding	"80 % column values have their Glove embedding distance to ""gold"" < 7.0"	"values whose Glove embedding distance to ""gold"" > 9.0"	0.9535166816021962	(('embed', 1, 'gold', 0.8, 7.0), ('embed', 9.0), 1.4656237721148804, 0.04648331839780384, (109, 2707, 151112, 83751))
CTA	"80 % column values have their Sherlock ""state""-classifier scores >= 0.2"	"values whose Sherlock ""state""-classifier scores <= 0"	0.9534314727440254	(('cta', 'state', 0.8, 0.2), ('cta', 0), 1.5491988088930226, 0.04656852725597456, (9, 353, 153166, 84151))
Embedding	"80 % column values have their Glove embedding distance to ""event"" < 5.5"	"values whose Glove embedding distance to ""event"" > 6.5"	0.9533911197607583	(('embed', 1, 'event', 0.8, 5.5), ('embed', 6.5), 2.2196507439362994, 0.0466088802392417, (6, 270, 214896, 22507))
Embedding	"80 % column values have their Glove embedding distance to ""taiwan"" < 6.0"	"values whose Glove embedding distance to ""taiwan"" > 7.5"	0.9530833116277984	(('embed', 1, 'taiwan', 0.8, 6.0), ('embed', 7.5), 1.870299092846036, 0.0469166883722016, (19, 607, 190231, 46822))
Embedding	"80 % column values have their Glove embedding distance to ""west"" < 4.0"	"values whose Glove embedding distance to ""west"" > 5.5"	0.9530605462258802	(('embed', 1, 'west', 0.8, 4.0), ('embed', 5.5), 2.7819390322240554, 0.04693945377411976, (0, 78, 230000, 7601))
Embedding	"80 % column values have their Glove embedding distance to ""gold"" < 6.5"	"values whose Glove embedding distance to ""gold"" > 8.0"	0.9529336895251282	(('embed', 1, 'gold', 0.8, 6.5), ('embed', 8.0), 1.6258504349008183, 0.04706631047487175, (25, 752, 166291, 70611))
Embedding	"80 % column values have their Glove embedding distance to ""miscellaneous"" < 6.5"	"values whose Glove embedding distance to ""miscellaneous"" > 12.0"	0.952581077756187	(('embed', 1, 'miscellaneous', 0.8, 6.5), ('embed', 12.0), 1.4612854156572148, 0.047418922243813055, (47, 1262, 149910, 86460))
Embedding	"80 % column values have their Glove embedding distance to ""miscellaneous"" < 6.5"	"values whose Glove embedding distance to ""miscellaneous"" > 10.5"	0.952581077756187	(('embed', 1, 'miscellaneous', 0.8, 6.5), ('embed', 10.5), 1.461338118194235, 0.047418922243813055, (47, 1262, 149916, 86454))
Embedding	"80 % column values have their Glove embedding distance to ""miscellaneous"" < 6.5"	"values whose Glove embedding distance to ""miscellaneous"" > 9.5"	0.952581077756187	(('embed', 1, 'miscellaneous', 0.8, 6.5), ('embed', 9.5), 1.461847615991777, 0.047418922243813055, (47, 1262, 149974, 86396))
Embedding	"80 % column values have their Glove embedding distance to ""approved"" < 5.5"	"values whose Glove embedding distance to ""approved"" > 6.5"	0.9523297597287913	(('embed', 1, 'approved', 0.8, 5.5), ('embed', 6.5), 2.0067118180510946, 0.047670240271208655, (19, 597, 202647, 34416))
Embedding	"80 % column values have their Glove embedding distance to ""east"" < 5.0"	"values whose Glove embedding distance to ""east"" > 6.5"	0.9522782892862859	(('embed', 1, 'east', 0.8, 5.0), ('embed', 6.5), 2.1184955254534206, 0.047721710713714116, (4, 207, 205865, 31603))
Embedding	"80 % column values have their Glove embedding distance to ""west"" < 5.5"	"values whose Glove embedding distance to ""west"" > 7.5"	0.9519936333883259	(('embed', 1, 'west', 0.8, 5.5), ('embed', 7.5), 1.647865415700699, 0.04800636661167414, (23, 689, 168789, 68178))
